longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household
-117.65,34.06,41,1171,334,1479,334,2.25,90500,3.5059880239520957,0.2852263023057216,4.42814371257485
-117.65,34.04,28,2360,607,2623,592,2.5048,100000,3.9864864864864864,0.2572033898305085,4.430743243243243
-117.65,34.04,15,3393,653,2039,611,3.9336,151000,5.553191489361702,0.19245505452402004,3.337152209492635
-117.65,34.03,15,4420,903,2373,858,3.449,149100,5.151515151515151,0.20429864253393665,2.765734265734266
-117.65,34.02,9,2107,411,1138,389,4.4042,159100,5.416452442159383,0.1950640721404841,2.9254498714652954
-117.65,33.65,16,1538,260,835,259,5.5779,234800,5.938223938223938,0.16905071521456436,3.223938223938224
-117.65,33.65,15,4713,671,2197,673,7.5426,294800,7.00297176820208,0.14237216210481646,3.264487369985141
-117.65,33.65,15,3485,519,1740,485,6.7543,251900,7.185567010309279,0.14892395982783357,3.5876288659793816
-117.65,33.63,16,3388,425,1395,427,8.4471,351300,7.934426229508197,0.12544273907910272,3.2669789227166275
-117.65,33.62,15,2708,410,1140,389,6.2899,275000,6.961439588688946,0.15140324963072377,2.930591259640103
-117.65,33.6,15,5736,800,2529,762,6.4114,278700,7.52755905511811,0.1394700139470014,3.3188976377952755
-117.65,33.6,13,2319,430,1004,380,5.133,316100,6.102631578947369,0.18542475204829667,2.642105263157895
-117.65,33.59,8,2649,340,1238,354,8.0409,337900,7.483050847457627,0.1283503208758022,3.4971751412429377
-117.65,33.58,2,2411,354,703,217,7.8061,331400,11.110599078341014,0.14682704272086272,3.23963133640553
-117.65,33.53,7,6814,785,2175,681,10.49,500001,10.005873715124816,0.11520399178162606,3.193832599118943
-117.65,33.49,16,2223,454,628,382,4.3603,248800,5.819371727748691,0.20422852001799371,1.643979057591623
-117.65,33.48,6,1638,188,572,174,13.0502,500001,9.413793103448276,0.11477411477411477,3.2873563218390807
-117.65,33.48,10,3484,582,1469,556,5.4188,402200,6.266187050359712,0.16704936854190586,2.6420863309352516
-117.65,33.45,15,7468,1275,3033,1217,5.49,239300,6.136400986031225,0.17072844134975898,2.4921939194741167
-117.65,33.42,25,2174,428,603,352,3.3967,249400,6.176136363636363,0.1968721251149954,1.7130681818181819
-117.65,33.4,17,2737,654,910,492,3.5729,370800,5.563008130081301,0.23894775301424917,1.8495934959349594
-117.66,35.63,33,2579,564,1155,431,2.0441,42100,5.983758700696056,0.21868941450174487,2.679814385150812
-117.66,35.62,11,5897,1138,2728,1072,4.15,85700,5.500932835820896,0.1929794810920807,2.544776119402985
-117.66,35.61,5,5735,932,2623,862,4.8494,87200,6.653132250580047,0.16251089799476895,3.04292343387471
-117.66,35.6,14,1740,391,850,317,2.5812,91700,5.488958990536277,0.2247126436781609,2.6813880126182967
-117.66,34.15,25,3430,485,1284,438,8.5282,360100,7.831050228310502,0.141399416909621,2.9315068493150687
-117.66,34.15,20,2524,311,965,285,8.0103,395500,8.856140350877194,0.12321711568938193,3.3859649122807016
-117.66,34.14,8,1692,253,857,251,6.9418,310500,6.741035856573705,0.1495271867612293,3.414342629482072
-117.66,34.14,11,3628,469,1488,463,7.0844,325000,7.83585313174946,0.1292723263506064,3.2138228941684663
-117.66,34.13,19,3995,554,1523,509,6.075,254100,7.8487229862475445,0.13867334167709636,2.9921414538310414
-117.66,34.13,17,3229,405,1289,407,6.3842,307100,7.933660933660934,0.12542582842985445,3.167076167076167
-117.66,34.12,22,2272,278,933,305,8.8204,390500,7.449180327868852,0.12235915492957747,3.059016393442623
-117.66,34.1,37,1971,345,939,358,3.4634,145300,5.505586592178771,0.1750380517503805,2.622905027932961
-117.66,34.1,26,1855,553,1109,536,2.2429,150000,3.4608208955223883,0.2981132075471698,2.0690298507462686
-117.66,34.09,26,1151,200,593,188,3.6667,166300,6.122340425531915,0.1737619461337967,3.154255319148936
-117.66,34.09,23,1426,313,954,319,3.0357,151500,4.470219435736677,0.21949509116409538,2.9905956112852663
-117.66,34.09,20,2462,496,1117,458,3.2321,162500,5.3755458515283845,0.20146222583265638,2.438864628820961
-117.66,34.08,33,3659,590,1773,615,3.9227,157200,5.949593495934959,0.16124624214266192,2.8829268292682926
-117.66,34.07,37,2454,511,1165,504,2.9474,139600,4.869047619047619,0.20823145884270577,2.3115079365079363
-117.66,34.07,36,2072,408,964,395,2.8702,137000,5.245569620253165,0.1969111969111969,2.440506329113924
-117.66,34.07,33,2081,409,1008,375,2.587,138100,5.549333333333333,0.19654012493993273,2.688
-117.66,34.06,24,4043,952,2174,859,2.2244,114900,4.706635622817229,0.23546871135295572,2.530849825378347
-117.66,34.05,6,5129,1119,2533,949,3.625,113600,5.40463645943098,0.2181711834665627,2.6691253951527925
-117.66,34.05,36,2341,520,2138,523,2.3347,104000,4.4760994263862335,0.22212729602733874,4.087954110898662
-117.66,34.05,33,960,216,831,222,2.5391,108600,4.324324324324325,0.225,3.7432432432432434
-117.66,34.04,16,2081,348,1332,356,4.7872,147600,5.845505617977528,0.1672272945699183,3.741573033707865
-117.66,34.04,10,3657,695,2079,663,4.2054,159900,5.515837104072398,0.19004648619086684,3.1357466063348416
-117.66,34.03,14,2137,345,1151,352,5.753,185500,6.0710227272727275,0.16144127281235376,3.2698863636363638
-117.66,34.02,12,5616,871,3019,782,5.5425,202300,7.181585677749361,0.1550925925925926,3.860613810741688
-117.66,34.02,11,3358,504,1690,482,6.7544,207900,6.966804979253112,0.15008933889219775,3.5062240663900415
-117.66,34.0,5,1387,236,855,270,5.411,201100,5.137037037037037,0.17015140591204037,3.1666666666666665
-117.66,33.65,13,8527,1364,4597,1393,6.2242,237900,6.121320890165111,0.1599624721472968,3.3000717875089736
-117.66,33.64,17,3173,501,1555,520,6.7079,250800,6.101923076923077,0.15789473684210525,2.9903846153846154
-117.66,33.63,16,3299,610,1967,604,5.5085,223300,5.461920529801325,0.18490451652015763,3.256622516556291
-117.66,33.62,16,5175,799,2717,813,6.1493,257800,6.365313653136531,0.15439613526570048,3.341943419434194
-117.66,33.62,16,4065,661,1962,636,6.2177,256600,6.3915094339622645,0.16260762607626075,3.0849056603773586
-117.66,33.61,21,1932,266,860,286,7.1497,274000,6.755244755244755,0.13768115942028986,3.006993006993007
-117.66,33.6,25,3745,522,1648,496,7.5488,278100,7.550403225806452,0.13938584779706276,3.3225806451612905
-117.66,33.6,24,1684,232,781,230,6.8667,279600,7.321739130434783,0.1377672209026128,3.3956521739130436
-117.66,33.59,18,4552,706,1918,671,7.5791,288100,6.783904619970194,0.15509666080843584,2.8584202682563338
-117.66,33.58,6,4186,515,1794,541,9.6986,357600,7.737523105360443,0.1230291447682752,3.3160813308687613
-117.66,33.58,16,3016,394,1172,382,7.5196,315600,7.895287958115183,0.1306366047745358,3.068062827225131
-117.66,33.57,16,4277,565,1642,549,8.0082,286600,7.790528233151184,0.1321019406125789,2.9908925318761383
-117.66,33.57,16,2483,443,1357,400,5.5545,214200,6.2075,0.1784132098268224,3.3925
-117.66,33.51,18,2626,530,1302,522,4.0167,189600,5.030651340996169,0.20182787509520184,2.4942528735632186
-117.66,33.48,22,809,180,334,157,2.3846,500001,5.1528662420382165,0.22249690976514216,2.127388535031847
-117.66,33.46,28,1261,233,609,242,5.1024,312700,5.210743801652892,0.18477398889770025,2.5165289256198347
-117.66,33.46,26,2073,370,952,340,5.0877,288100,6.097058823529411,0.17848528702363725,2.8
-117.67,35.65,18,2737,589,1128,533,2.8,72000,5.135084427767355,0.21519912312751188,2.1163227016885555
-117.67,35.64,6,2115,342,927,337,6.1935,115700,6.275964391691395,0.16170212765957448,2.750741839762611
-117.67,35.63,32,3661,787,1613,706,3.0687,63500,5.185552407932011,0.2149685878175362,2.284702549575071
-117.67,34.13,10,2846,362,1221,355,7.7234,304100,8.016901408450705,0.12719606465214336,3.4394366197183097
-117.67,34.12,15,3162,495,1145,473,5.3525,191700,6.6849894291754755,0.15654648956356737,2.4207188160676534
-117.67,34.1,28,1263,248,601,219,3.875,174000,5.767123287671233,0.19635787806809185,2.7442922374429224
-117.67,34.1,19,2969,605,1326,573,4.3438,155700,5.181500872600349,0.20377231391040754,2.3141361256544504
-117.67,34.09,17,4418,1256,2417,1094,2.7266,101000,4.038391224862888,0.2842915346310548,2.209323583180987
-117.67,34.07,29,1840,388,1278,368,3.5036,123400,5.0,0.2108695652173913,3.472826086956522
-117.67,34.06,26,1592,429,1182,365,2.4583,110400,4.361643835616438,0.2694723618090452,3.2383561643835614
-117.67,34.05,6,2833,628,1717,589,3.2062,167500,4.809847198641766,0.2216731380162372,2.9151103565365024
-117.67,34.04,16,3260,501,1973,535,4.6563,162000,6.093457943925234,0.15368098159509203,3.6878504672897194
-117.67,34.04,13,2295,374,1284,378,5.2551,194300,6.071428571428571,0.16296296296296298,3.3968253968253967
-117.67,34.04,13,1543,383,776,358,3.0598,99700,4.310055865921788,0.24821775761503564,2.1675977653631286
-117.67,33.67,5,10534,2035,4656,1863,5.7797,309200,5.654320987654321,0.19318397569774065,2.499194847020934
-117.67,33.66,4,10175,2181,4762,1929,4.7341,237400,5.274753758424054,0.21434889434889434,2.468636599274235
-117.67,33.63,9,5774,1320,3086,1265,4.4063,202200,4.564426877470356,0.228611014894354,2.439525691699605
-117.67,33.61,24,3859,661,1972,624,5.7871,227400,6.184294871794871,0.1712878984192796,3.16025641025641
-117.67,33.61,23,3588,577,1695,569,6.1401,243200,6.305799648506151,0.1608138238573021,2.9789103690685415
-117.67,33.6,25,3164,449,1517,453,6.7921,266000,6.984547461368654,0.14190897597977245,3.34878587196468
-117.67,33.6,20,1213,171,565,170,7.2592,314800,7.135294117647059,0.14097279472382523,3.323529411764706
-117.67,33.57,18,1614,210,692,209,7.9294,280300,7.722488038277512,0.13011152416356878,3.311004784688995
-117.67,33.56,4,3289,728,1345,632,4.6863,184400,5.204113924050633,0.22134387351778656,2.1281645569620253
-117.67,33.55,6,3157,721,1695,710,3.7609,222300,4.446478873239436,0.22838137472283815,2.387323943661972
-117.67,33.54,16,2102,350,1003,328,4.7981,170800,6.408536585365853,0.1665080875356803,3.057926829268293
-117.67,33.54,15,2423,435,1366,423,4.8906,181800,5.7281323877068555,0.17952950887329758,3.2293144208037825
-117.67,33.51,19,1258,246,545,227,2.9762,184400,5.541850220264317,0.19554848966613672,2.4008810572687223
-117.67,33.51,18,1645,393,1490,355,3.4792,126400,4.633802816901408,0.23890577507598784,4.197183098591549
-117.67,33.49,15,2782,579,983,525,2.1935,183300,5.299047619047619,0.2081236520488857,1.8723809523809525
-117.67,33.49,10,366,61,128,61,8.163,250000,6.0,0.16666666666666666,2.098360655737705
-117.67,33.47,22,2728,616,1081,566,1.6393,500001,4.819787985865724,0.22580645161290322,1.9098939929328622
-117.67,33.46,24,3571,722,1409,543,4.6518,277800,6.5764272559852675,0.20218426211145338,2.5948434622467773
-117.67,33.46,18,1679,271,783,257,5.3999,300000,6.533073929961089,0.16140559857057774,3.046692607003891
-117.67,33.44,25,2994,519,903,410,6.6852,500001,7.302439024390244,0.17334669338677355,2.202439024390244
-117.68,35.64,15,3253,573,1408,586,5.2043,95700,5.551194539249146,0.17614509683369198,2.4027303754266214
-117.68,35.55,9,3811,605,1518,568,5.5551,142500,6.709507042253521,0.15875098399370244,2.6725352112676055
-117.68,35.03,28,2969,648,1644,570,3.4338,54900,5.208771929824562,0.2182553048164365,2.8842105263157896
-117.68,34.99,33,1589,307,853,272,4.2292,64400,5.841911764705882,0.19320327249842667,3.136029411764706
-117.68,34.15,4,4082,578,1996,580,6.7813,286300,7.037931034482758,0.14159725624693778,3.4413793103448276
-117.68,34.15,24,1033,189,486,204,4.1719,213500,5.063725490196078,0.1829622458857696,2.3823529411764706
-117.68,34.14,4,4791,695,1871,659,6.9532,277000,7.2701062215478,0.14506366103109997,2.8391502276176026
-117.68,34.12,16,2181,321,1133,350,5.7214,259400,6.231428571428571,0.14718019257221457,3.237142857142857
-117.68,34.11,16,3190,471,1414,464,5.5292,208600,6.875,0.14764890282131662,3.0474137931034484
-117.68,34.1,11,7392,1796,3841,1621,2.8326,163000,4.560148056755089,0.24296536796536797,2.3695249845774216
-117.68,34.09,22,1547,334,773,316,2.9812,148800,4.8955696202531644,0.21590174531351003,2.4462025316455698
-117.68,34.08,28,2459,492,1230,498,3.0978,137200,4.937751004016064,0.20008133387555918,2.4698795180722892
-117.68,34.08,21,5662,1185,3067,1055,3.3482,137300,5.366824644549763,0.20929000353232075,2.9071090047393366
-117.68,34.07,32,1775,314,1067,302,4.0375,121300,5.877483443708609,0.17690140845070423,3.533112582781457
-117.68,34.07,24,2626,692,2204,647,1.7806,135000,4.058732612055642,0.26351865955826353,3.4064914992272026
-117.68,34.05,25,1859,463,1070,374,2.5395,187500,4.970588235294118,0.2490586336740183,2.8609625668449197
-117.68,34.04,27,574,103,321,103,3.9107,186500,5.572815533980583,0.1794425087108014,3.116504854368932
-117.68,34.03,16,2859,668,1946,591,3.0396,124300,4.83756345177665,0.2336481287163344,3.292724196277496
-117.68,34.01,20,7326,1555,5718,1538,3.2073,123500,4.76332899869961,0.21225771225771226,3.717815344603381
-117.68,33.63,16,5218,1187,2701,1125,3.929,143100,4.638222222222222,0.22748179379072442,2.400888888888889
-117.68,33.63,13,5830,921,2897,891,6.2403,257400,6.54320987654321,0.15797598627787307,3.251402918069585
-117.68,33.61,19,2962,405,1295,440,6.0689,248000,6.7318181818181815,0.13673193787981094,2.9431818181818183
-117.68,33.6,24,1956,262,969,256,6.8154,265900,7.640625,0.13394683026584867,3.78515625
-117.68,33.6,19,3913,460,1646,454,7.2147,303900,8.618942731277533,0.11755686174290826,3.6255506607929515
-117.68,33.59,8,2327,263,899,236,14.9009,500001,9.860169491525424,0.11302105715513537,3.809322033898305
-117.68,33.59,12,3473,466,1569,450,8.8636,314000,7.717777777777778,0.1341779441405125,3.486666666666667
-117.68,33.57,2,10008,1453,3550,1139,10.1122,500001,8.78665496049166,0.14518385291766586,3.1167690956979808
-117.68,33.55,5,2262,427,1016,402,6.065,315500,5.626865671641791,0.1887709991158267,2.527363184079602
-117.68,33.54,5,2840,403,1363,403,7.618,341400,7.0471464019851116,0.14190140845070423,3.3821339950372207
-117.68,33.52,5,3621,632,1546,567,5.753,322800,6.386243386243386,0.17453742060204364,2.72663139329806
-117.68,33.51,4,2428,401,959,386,6.2661,268500,6.290155440414508,0.16515650741350907,2.4844559585492227
-117.68,33.51,19,2930,428,1481,430,6.323,480800,6.813953488372093,0.14607508532423208,3.444186046511628
-117.68,33.49,18,4173,625,1649,634,6.3568,294300,6.582018927444795,0.14977234603402828,2.6009463722397475
-117.68,33.49,17,2232,372,1072,385,4.245,214500,5.797402597402598,0.16666666666666666,2.7844155844155845
-117.68,33.49,16,3084,724,2557,690,2.8357,106300,4.469565217391304,0.23476005188067445,3.705797101449275
-117.68,33.48,15,1786,299,727,293,5.0527,231400,6.09556313993174,0.1674132138857783,2.4812286689419794
-117.68,33.47,7,4458,731,1731,704,6.126,285600,6.332386363636363,0.16397487662628982,2.4588068181818183
-117.69,36.13,25,1709,439,632,292,1.7868,45500,5.852739726027397,0.25687536571094205,2.164383561643836
-117.69,35.65,5,1131,276,520,232,4.0167,87500,4.875,0.2440318302387268,2.2413793103448274
-117.69,35.63,5,3151,482,1335,428,5.5773,109000,7.36214953271028,0.15296731196445573,3.119158878504673
-117.69,34.13,8,2915,371,1271,354,7.9627,345400,8.234463276836157,0.12727272727272726,3.5903954802259888
-117.69,34.11,16,2427,522,794,491,2.6929,119300,4.942973523421589,0.21508034610630408,1.6171079429735233
-117.69,34.1,17,3759,1035,1722,847,2.6074,137500,4.43801652892562,0.2753391859537111,2.0330578512396693
-117.69,34.09,28,1437,295,724,262,2.725,140200,5.484732824427481,0.20528879610299233,2.763358778625954
-117.69,34.08,30,4255,773,2129,730,4.5185,142500,5.828767123287672,0.181668625146886,2.9164383561643836
-117.69,34.08,14,4136,886,2026,788,3.2344,128200,5.248730964467005,0.2142166344294004,2.5710659898477157
-117.69,34.06,29,873,226,649,198,2.7986,114400,4.409090909090909,0.2588774341351661,3.2777777777777777
-117.69,34.06,25,1881,433,1337,417,2.5536,144000,4.510791366906475,0.2301967038809144,3.2062350119904077
-117.69,34.05,10,1875,366,1055,363,4.3264,128900,5.1652892561983474,0.1952,2.90633608815427
-117.69,34.0,28,707,154,561,129,2.5781,111600,5.48062015503876,0.21782178217821782,4.348837209302325
-117.69,33.8,5,3178,631,1467,581,5.2541,237100,5.469879518072289,0.1985525487728131,2.5249569707401034
-117.69,33.66,5,4246,689,1933,722,6.9501,225700,5.880886426592798,0.1622703721149317,2.677285318559557
-117.69,33.66,11,2630,327,1256,352,8.2953,350500,7.471590909090909,0.12433460076045627,3.5681818181818183
-117.69,33.64,18,3783,654,1843,623,5.7559,215800,6.07223113964687,0.17287866772402855,2.958266452648475
-117.69,33.64,16,2592,372,1279,383,6.9741,262000,6.7676240208877285,0.14351851851851852,3.339425587467363
-117.69,33.62,18,4265,581,2025,544,6.4598,282700,7.8400735294117645,0.13622508792497068,3.7224264705882355
-117.69,33.61,16,3010,580,1649,538,4.0221,236200,5.594795539033457,0.19269102990033224,3.0650557620817844
-117.69,33.6,17,2150,361,1194,335,5.4622,227000,6.417910447761194,0.16790697674418606,3.564179104477612
-117.69,33.6,16,2205,393,1333,402,3.475,279500,5.485074626865671,0.1782312925170068,3.31592039800995
-117.69,33.6,12,3258,421,1464,435,6.5413,332000,7.489655172413793,0.12922038060159607,3.3655172413793104
-117.69,33.59,13,3320,426,1432,431,7.9283,348100,7.703016241299304,0.12831325301204818,3.3225058004640373
-117.69,33.58,5,6678,1011,2877,982,7.5177,330000,6.80040733197556,0.151392632524708,2.9297352342158858
-117.69,33.55,9,3856,571,1646,576,6.8007,318300,6.694444444444445,0.14808091286307054,2.857638888888889
-117.69,33.55,4,1764,220,705,224,8.3275,384200,7.875,0.12471655328798185,3.1473214285714284
-117.69,33.54,20,1767,280,801,284,6.5394,272000,6.221830985915493,0.15846066779852858,2.8204225352112675
-117.69,33.53,17,5041,778,2396,801,6.0868,282900,6.29338327091136,0.15433445744891885,2.9912609238451937
-117.69,33.52,4,2142,625,1176,483,3.4455,325000,4.434782608695652,0.29178338001867415,2.4347826086956523
-117.69,33.52,3,7374,1444,3214,1279,4.538,278200,5.7654417513682565,0.1958231624627068,2.5129007036747457
-117.69,33.51,4,1223,275,505,244,4.6607,173000,5.012295081967213,0.22485690923957483,2.069672131147541
-117.69,33.47,23,3499,722,1480,634,3.86,300000,5.518927444794953,0.20634466990568734,2.334384858044164
-117.69,33.47,19,2595,621,1728,571,3.668,243800,4.544658493870402,0.23930635838150288,3.0262697022767076
-117.69,33.47,13,2020,378,679,290,5.756,305600,6.9655172413793105,0.18712871287128713,2.3413793103448275
-117.7,35.64,8,2683,416,1154,399,5.8625,109400,6.724310776942356,0.15505031680954157,2.892230576441103
-117.7,35.62,18,2657,496,1426,483,3.5931,71900,5.50103519668737,0.186676703048551,2.9523809523809526
-117.7,35.6,16,2678,483,1473,487,3.858,70200,5.498973305954825,0.18035847647498132,3.024640657084189
-117.7,34.09,25,1719,331,1098,324,3.625,121800,5.305555555555555,0.19255381035485747,3.388888888888889
-117.7,34.08,33,4674,791,2769,784,4.1448,137300,5.961734693877551,0.16923406076166025,3.5318877551020407
-117.7,34.08,10,1979,454,1117,389,3.7802,107300,5.087403598971722,0.2294087923193532,2.87146529562982
-117.7,34.07,33,1552,288,1326,303,3.7969,128400,5.122112211221122,0.18556701030927836,4.376237623762377
-117.7,34.06,7,732,145,431,132,2.9107,95300,5.545454545454546,0.19808743169398907,3.265151515151515
-117.7,34.06,25,2054,609,2271,564,2.3049,150000,3.641843971631206,0.2964946445959104,4.026595744680851
-117.7,34.05,24,2834,470,1815,471,4.7357,162500,6.016985138004246,0.16584333098094567,3.8535031847133756
-117.7,34.04,13,5301,1025,2870,984,3.5954,163000,5.387195121951219,0.19335974344463308,2.9166666666666665
-117.7,34.0,15,4905,711,2711,762,5.7021,193100,6.437007874015748,0.14495412844036698,3.557742782152231
-117.7,33.92,4,8301,1333,3941,1236,6.2141,252200,6.716019417475728,0.1605830622816528,3.1885113268608416
-117.7,33.72,6,211,51,125,44,1.9659,500001,4.795454545454546,0.24170616113744076,2.840909090909091
-117.7,33.65,16,3388,492,1249,463,6.1863,355600,7.317494600431965,0.14521841794569068,2.697624190064795
-117.7,33.63,23,3038,473,1501,436,5.5584,241700,6.967889908256881,0.15569453587886767,3.4426605504587156
-117.7,33.63,16,4428,745,1525,682,5.2325,286800,6.492668621700879,0.16824751580849143,2.2360703812316713
-117.7,33.62,19,2957,492,1639,495,5.0686,225600,5.973737373737373,0.16638484950963814,3.311111111111111
-117.7,33.62,16,9653,2000,4732,1922,3.7361,197200,5.022372528616025,0.20718947477468144,2.4620187304890737
-117.7,33.6,26,1021,230,301,208,2.625,80600,4.908653846153846,0.22526934378060726,1.4471153846153846
-117.7,33.6,16,2092,489,877,392,3.0461,216900,5.336734693877551,0.23374760994263863,2.2372448979591835
-117.7,33.59,11,8039,1717,3445,1571,4.1678,190900,5.1171228516868235,0.21358377907699963,2.192870782940802
-117.7,33.57,9,1204,355,469,293,3.6196,119900,4.109215017064846,0.29485049833887045,1.6006825938566553
-117.7,33.57,4,3283,911,1512,782,3.3125,138500,4.198209718670077,0.2774901005178191,1.9335038363171355
-117.7,33.56,3,2443,637,1033,548,4.1379,183300,4.458029197080292,0.2607449856733524,1.885036496350365
-117.7,33.56,2,2112,305,703,261,6.9343,298500,8.091954022988507,0.14441287878787878,2.6934865900383143
-117.7,33.55,12,2459,390,1054,391,7.1736,262100,6.289002557544757,0.15860105734038227,2.6956521739130435
-117.7,33.51,2,5261,763,1460,599,6.8279,279000,8.78297161936561,0.14502946207945258,2.4373956594323873
-117.7,33.5,4,7474,1037,2969,1007,8.7591,434700,7.422045680238332,0.13874765854963875,2.9483614697120157
-117.7,33.5,4,2351,445,834,397,5.5677,245400,5.92191435768262,0.18928115695448744,2.1007556675062973
-117.7,33.48,10,3458,638,1156,470,6.3579,336700,7.357446808510638,0.1844997108155003,2.4595744680851066
-117.7,33.47,21,2208,534,1423,482,3.5915,305600,4.580912863070539,0.2418478260869565,2.9522821576763487
-117.7,33.47,21,1857,399,881,380,3.8403,350000,4.886842105263158,0.2148626817447496,2.318421052631579
-117.7,33.47,20,1577,363,764,333,4.1563,320800,4.7357357357357355,0.2301838934686113,2.294294294294294
-117.71,34.15,17,17715,2370,7665,2312,7.9068,349100,7.66219723183391,0.13378492802709568,3.315311418685121
-117.71,34.12,20,11250,1893,4952,1859,5.6785,239500,6.051640667025282,0.16826666666666668,2.6637977407208178
-117.71,34.1,52,567,152,2688,126,1.875,212500,4.5,0.26807760141093473,21.333333333333332
-117.71,34.1,41,555,130,1492,123,2.2813,125000,4.512195121951219,0.23423423423423423,12.130081300813009
-117.71,34.09,36,2637,476,1385,483,4.1739,158700,5.459627329192546,0.18050815320439895,2.867494824016563
-117.71,34.08,29,1276,283,1216,316,2.5972,134300,4.037974683544304,0.22178683385579936,3.848101265822785
-117.71,34.08,26,2744,494,1411,465,4.2639,154200,5.901075268817205,0.18002915451895043,3.0344086021505374
-117.71,34.07,31,1840,380,1187,357,3.8875,129200,5.15406162464986,0.20652173913043478,3.3249299719887957
-117.71,34.07,24,1948,362,1286,364,3.6,139300,5.351648351648351,0.18583162217659138,3.532967032967033
-117.71,34.06,16,1458,295,912,331,3.625,160400,4.404833836858006,0.20233196159122085,2.7552870090634443
-117.71,34.04,20,1950,310,1054,312,4.625,222100,6.25,0.15897435897435896,3.378205128205128
-117.71,34.04,17,4098,733,1859,713,2.9811,231800,5.747545582047686,0.17886774036115177,2.6072931276297333
-117.71,34.03,11,3467,749,2163,676,3.4267,164400,5.128698224852071,0.21603691952696857,3.1997041420118344
-117.71,33.97,10,10856,2278,6474,2199,3.851,137200,4.936789449749886,0.20983787767133383,2.9440654843110505
-117.71,33.64,14,2945,356,1293,335,8.111,308900,8.791044776119403,0.12088285229202038,3.8597014925373134
-117.71,33.63,16,2497,500,1357,456,4.5909,241800,5.475877192982456,0.2002402883460152,2.9758771929824563
-117.71,33.62,22,2520,387,1338,391,5.8898,242800,6.445012787723785,0.15357142857142858,3.421994884910486
-117.71,33.61,26,3046,726,888,663,2.6848,74100,4.5942684766214175,0.23834537097833225,1.339366515837104
-117.71,33.61,26,2280,550,669,502,2.3438,72300,4.54183266932271,0.2412280701754386,1.3326693227091633
-117.71,33.6,8,3329,753,1312,629,3.5521,229800,5.292527821939586,0.22619405226794834,2.0858505564387917
-117.71,33.6,25,3011,714,893,654,2.3387,74800,4.603975535168196,0.23713052142145466,1.3654434250764527
-117.71,33.58,2,2530,562,1066,510,4.6336,187500,4.96078431372549,0.22213438735177865,2.0901960784313727
-117.71,33.57,6,3673,881,1846,768,4.877,144300,4.782552083333333,0.23985842635447863,2.4036458333333335
-117.71,33.57,4,3289,753,1285,651,4.045,226000,5.052227342549923,0.22894496807540285,1.9738863287250383
-117.71,33.54,7,4907,577,1883,556,10.4415,453800,8.825539568345324,0.11758712044018749,3.3866906474820144
-117.71,33.54,15,2460,368,962,320,7.3878,318300,7.6875,0.14959349593495935,3.00625
-117.71,33.52,17,2486,417,876,361,6.1007,340900,6.886426592797784,0.167739340305712,2.4265927977839334
-117.71,33.51,11,2198,252,883,281,13.1477,487000,7.822064056939502,0.11464968152866242,3.1423487544483986
-117.71,33.49,5,1680,254,617,231,8.583,397700,7.2727272727272725,0.15119047619047618,2.670995670995671
-117.71,33.47,17,2681,454,830,410,5.5507,345700,6.5390243902439025,0.16933979858261844,2.024390243902439
-117.71,33.47,14,3894,672,1490,629,6.5206,368500,6.1907790143084265,0.17257318952234207,2.368839427662957
-117.72,34.1,52,2867,496,978,513,3.1477,291200,5.58869395711501,0.17300313916986396,1.9064327485380117
-117.72,34.1,32,3241,895,1592,810,2.4952,181800,4.001234567901235,0.2761493366244986,1.9654320987654321
-117.72,34.09,36,1473,328,785,299,3.2566,151800,4.926421404682274,0.22267481330617786,2.6254180602006687
-117.72,34.08,34,2742,491,1761,496,3.2481,128800,5.528225806451613,0.17906637490882568,3.5504032258064515
-117.72,34.07,33,4100,740,2580,730,3.7321,134200,5.616438356164384,0.18048780487804877,3.5342465753424657
-117.72,34.06,32,2209,654,1718,569,1.9643,113200,3.882249560632689,0.2960615663196016,3.0193321616871707
-117.72,34.05,8,1841,409,1243,394,4.0614,107000,4.6725888324873095,0.22216186854970124,3.1548223350253806
-117.72,34.05,31,2220,526,1662,472,2.7321,104300,4.703389830508475,0.23693693693693693,3.5211864406779663
-117.72,34.03,17,2902,476,1652,479,5.6029,161800,6.058455114822547,0.1640248104755341,3.4488517745302714
-117.72,34.02,17,1781,262,860,256,6.5958,236800,6.95703125,0.14710836608646827,3.359375
-117.72,34.0,15,4363,690,2410,666,5.4824,179700,6.551051051051051,0.1581480632592253,3.6186186186186187
-117.72,33.99,14,5622,861,3108,821,5.7763,206700,6.847746650426309,0.15314834578441835,3.7856272838002436
-117.72,33.97,16,13290,2062,6931,2023,5.228,187800,6.569451309935739,0.15515425131677954,3.426099851705388
-117.72,33.64,16,1230,242,380,246,2.2969,67500,5.0,0.1967479674796748,1.5447154471544715
-117.72,33.63,15,1362,255,378,202,1.9,162500,6.742574257425742,0.18722466960352424,1.8712871287128714
-117.72,33.62,21,2322,518,662,457,3.1679,110000,5.080962800875273,0.223083548664944,1.4485776805251642
-117.72,33.62,19,5777,1261,1711,1225,2.7634,86900,4.715918367346939,0.2182793837631989,1.3967346938775511
-117.72,33.62,19,1144,268,365,279,2.8583,105800,4.100358422939068,0.23426573426573427,1.3082437275985663
